Title,City,Filed As,Verdict,Confidence,Real Type,Reason,Proposed Action,Raw Industry,Rating,Reviews,Address,Google Maps Link
Lotus Shores Yoga and Surf Retreat,General Luna,gym,CORRECT,high,yoga retreat center,type 'yoga retreat center' matches gym,keep in 'gym',Yoga retreat center,4.7,(74),"General Luna, Surigao del Norte",https://www.google.com/maps/place/Lotus+Shores+Yoga+and+Surf+Retreat/data=!4m7!3m6!1s0x3303f61c298c25cd:0x72707052e4550050!8m2!3d9.7935759!4d126.1591424!16s%2Fg%2F11c1nkng03!19sChIJzSWMKRz2AzMRUABV5FJwcHI?authuser=0&hl=en&rclk=1
Centerpoint Internet Cafe,General Luna,public wifi,CORRECT,high,internet cafe,type 'internet cafe' matches public wifi,keep in 'public wifi',Internet cafe  Brgy 4 General luna Surigao del norteClosed  Opens 7 AM,3.5,(22),0948 984 2970,https://www.google.com/maps/place/Centerpoint+Internet+Cafe/data=!4m7!3m6!1s0x3303f6161ae53d95:0x9fdb67698cced7c3!8m2!3d9.7839336!4d126.1550857!16s%2Fg%2F1vzn32g0!19sChIJlT3lGhb2AzMRw9fOjGln258?authuser=0&hl=en&rclk=1
Kawili resort,General Luna,public wifi,INCORRECT,high,2-star hotel,type '2-star hotel' is excluded from public wifi,drop from 'public wifi'  (true type: 2-star hotel — reclassify there if wanted),2-star hotel,4.5,(146),0966 903 0459,https://www.google.com/maps/place/Kawili+resort/data=!4m11!3m10!1s0x3303f61b9d634d55:0xb2050d579a25a2c1!5m3!1s2026-10-31!4m1!1i2!8m2!3d9.7908177!4d126.1625933!16s%2Fg%2F119t_9sgz!19sChIJVU1jnRv2AzMRwaIlmlcNBbI?authuser=0&hl=en&rclk=1
RGL Place,General Luna,public wifi,REVIEW,low,,Industry blank — cannot judge,human review — no type signal,,4.8,(41),,https://www.google.com/maps/place/RGL+Place/data=!4m11!3m10!1s0x3303f7b94169e7d7:0x19b439f518f43949!5m3!1s2026-10-31!4m1!1i2!8m2!3d9.7863328!4d126.1579795!16s%2Fg%2F11f794z0mr!19sChIJ1-dpQbn3AzMRSTn0GPU5tBk?authuser=0&hl=en&rclk=1
YAMA APARTMENTS - Private Beachfront,General Luna,public wifi,INCORRECT,high,3-star hotel,type '3-star hotel' is excluded from public wifi,drop from 'public wifi'  (true type: 3-star hotel — reclassify there if wanted),3-star hotel,4.3,(92),0938 233 2292,https://www.google.com/maps/place/YAMA+APARTMENTS+-+Private+Beachfront/data=!4m11!3m10!1s0x3303f61af8877c0b:0x9ce8dbbf49b4001f!5m3!1s2026-10-31!4m1!1i2!8m2!3d9.7893235!4d126.1633095!16s%2Fg%2F11fzq0qc1f!19sChIJC3yH-Br2AzMRHwC0Sb_b6Jw?authuser=0&hl=en&rclk=1
Bayay verde Siargao( pamilya homestay),General Luna,public wifi,INCORRECT,high,bed & breakfast,type 'bed & breakfast' is not a public wifi,drop from 'public wifi'  (true type: bed & breakfast — reclassify there if wanted),Bed & breakfast,4.5,(24),0906 380 2024,https://www.google.com/maps/place/Bayay+verde+Siargao%28+pamilya+homestay%29/data=!4m7!3m6!1s0x3303f70039145c6f:0x9c3fc7ef57db8793!8m2!3d9.7906877!4d126.1589472!16s%2Fg%2F11vx0r3pdl!19sChIJb1wUOQD3AzMRk4fbV-_HP5w?authuser=0&hl=en&rclk=1
Amigo Inn,General Luna,public wifi,INCORRECT,medium,,name implies not a public wifi,drop from 'public wifi',,3.9,(39),,https://www.google.com/maps/place/Amigo+Inn/data=!4m7!3m6!1s0x3303f79c78b90865:0x6b87c310ae78c362!8m2!3d9.7857281!4d126.160056!16s%2Fg%2F11hf8s5zb3!19sChIJZQi5eJz3AzMRYsN4rhDDh2s?authuser=0&hl=en&rclk=1
Triangle Palms Siargao,General Luna,public wifi,INCORRECT,high,homestay,type 'homestay' is not a public wifi,drop from 'public wifi'  (true type: homestay — reclassify there if wanted),Homestay  Triangle Palms Old Tourism Rd,4.6,(59),0920 409 5905,https://www.google.com/maps/place/Triangle+Palms+Siargao/data=!4m7!3m6!1s0x330409989f155bd1:0xe788de96f0be50ce!8m2!3d9.8026267!4d126.1581503!16s%2Fg%2F11gr406ngm!19sChIJ0VsVn5gJBDMRzlC-8JbeiOc?authuser=0&hl=en&rclk=1
COMEG SEVEN MOBILE PHONES & ACCESSORIES,General Luna,sim card,CORRECT,high,mobile phone repair shop,type 'mobile phone repair shop' matches sim card,keep in 'sim card',Mobile phone repair shop  beside Siargao Beach Club Q5M5+M5C Tourism Road Beside Siargao Beach Club Torism Road in front of EloboOpen,4.7,(184),,https://www.google.com/maps/place/COMEG+SEVEN+MOBILE+PHONES+%26+ACCESSORIES/data=!4m7!3m6!1s0x3303f70054988f9f:0x7735e5fb18e59bb9!8m2!3d9.7843775!4d126.1581828!16s%2Fg%2F11y44rq78y!19sChIJn4-YVAD3AzMRuZvlGPvlNXc?authuser=0&hl=en&rclk=1
TAG minimart,General Luna,convenience store,CORRECT,high,supermarket,type 'supermarket' matches convenience store,keep in 'convenience store',Supermarket,3.8,(94),"General Luna, Surigao del Norte",https://www.google.com/maps/place/TAG+minimart/data=!4m7!3m6!1s0x3303f6166fa1aa0b:0x7f3491c57e3f5b59!8m2!3d9.783791!4d126.1564816!16s%2Fg%2F11cncp6h_x!19sChIJC6qhbxb2AzMRWVs_fsWRNH8?authuser=0&hl=en&rclk=1
EC Store (Roadside Guest House Siargao),General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,5.0,(1),"General Luna, Surigao del Norte",https://www.google.com/maps/place/EC+Store+%28Roadside+Guest+House+Siargao%29/data=!4m7!3m6!1s0x3304098f00f11fcf:0x50136e3f84efd707!8m2!3d9.8035952!4d126.1602961!16s%2Fg%2F11qyd6xk8v!19sChIJzx_xAI8JBDMRB9fvhD9uE1A?authuser=0&hl=en&rclk=1
Lisa’s Store,General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,4.6,(9),"Siargao Island, Tourism Rd, Purok 3, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Lisa%E2%80%99s+Store/data=!4m7!3m6!1s0x3303f77a859269bd:0xdde204c6891ad344!8m2!3d9.7882603!4d126.1622046!16s%2Fg%2F11y7xf0yc9!19sChIJvWmShXr3AzMRRNMaicYE4t0?authuser=0&hl=en&rclk=1
L & S Siargao Sari-Sari store,General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,5.0,(3),"R558+2M6 Siargao island, Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/L+%26+S+Siargao+Sari-Sari+store/data=!4m7!3m6!1s0x330409004b62087d:0x5f5b858f8727d804!8m2!3d9.808017!4d126.166789!16s%2Fg%2F11lzqx62td!19sChIJfQhiSwAJBDMRBNgnh4-FW18?authuser=0&hl=en&rclk=1
Savers Plus,General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,4.6,(8),"Q5M5+Q88, General Luna, Surigao del Norte",https://www.google.com/maps/place/Savers+Plus/data=!4m7!3m6!1s0x3303f616e935c501:0xc82446e70a816e5e!8m2!3d9.7844138!4d126.1583377!16s%2Fg%2F11gf97d1d6!19sChIJAcU16Rb2AzMRXm6BCudGJMg?authuser=0&hl=en&rclk=1
Island Jury Siargao,General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,5.0,(2),"Siargao Island, Bugak, Sta Cruz, General Luna, Surigao del Norte",https://www.google.com/maps/place/Island+Jury+Siargao/data=!4m7!3m6!1s0x330409002df07d45:0x731de87ded70759a!8m2!3d9.8291347!4d126.1166281!16s%2Fg%2F11lf3d_0yc!19sChIJRX3wLQAJBDMRmnVw7X3oHXM?authuser=0&hl=en&rclk=1
Johlan and Dry Goods Store,General Luna,convenience store,CORRECT,high,grocery store,type 'grocery store' matches convenience store,keep in 'convenience store',Grocery store,4.5,(15),"Q5M5+RF2, Tourism Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/Johlan+and+Dry+Goods+Store/data=!4m7!3m6!1s0x3303f711779d90bf:0x996be14e021eacc0!8m2!3d9.7845171!4d126.1586316!16s%2Fg%2F11h6s2d1vx!19sChIJv5CddxH3AzMRwKweAk7ha5k?authuser=0&hl=en&rclk=1
Savers Plus,General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,5.0,(2),"R548+WC6, Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Savers+Plus/data=!4m7!3m6!1s0x3304090062f9e649:0x1831e3fc30126f03!8m2!3d9.8072997!4d126.1660233!16s%2Fg%2F11vyzhl529!19sChIJSeb5YgAJBDMRA28SMPzjMRg?authuser=0&hl=en&rclk=1
Jogubming Grocery,General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,5.0,(1),"Dapa - General Luna Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/Jogubming+Grocery/data=!4m7!3m6!1s0x3303f73ee4dfd7c9:0xa4bd99cdf9049d70!8m2!3d9.7835284!4d126.1558886!16s%2Fg%2F11mpcg2mq6!19sChIJydff5D73AzMRcJ0E-c2ZvaQ?authuser=0&hl=en&rclk=1
Grace Sari-Sari Store,General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,5.0,(2),"R558+6PF, General Luna, Surigao del Norte",https://www.google.com/maps/place/Grace+Sari-Sari+Store/data=!4m7!3m6!1s0x3304090061713e19:0x77bd2ff1d2f4d898!8m2!3d9.8080625!4d126.1667969!16s%2Fg%2F11wvrmwqws!19sChIJGT5xYQAJBDMRmNj00vEvvXc?authuser=0&hl=en&rclk=1
Rena one stop shop,General Luna,convenience store,CORRECT,high,grocery store,type 'grocery store' matches convenience store,keep in 'convenience store',Grocery store,5.0,(2),"Q5M5+R9X, Tourism Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/Rena+one+stop+shop/data=!4m7!3m6!1s0x3303f759409f8fa9:0xe2e36a3c0cc6c2e2!8m2!3d9.7846045!4d126.1584975!16s%2Fg%2F11n76ydccp!19sChIJqY-fQFn3AzMR4sLGDDxq4-I?authuser=0&hl=en&rclk=1
Marc & Lawrence,General Luna,convenience store,CORRECT,high,grocery store,type 'grocery store' matches convenience store,keep in 'convenience store',Grocery store,4.0,(12),"Q5M3+7R2, General Luna, Surigao del Norte",https://www.google.com/maps/place/Marc+%26+Lawrence/data=!4m7!3m6!1s0x3303f63e01d41d63:0xbc0e408080c455e1!8m2!3d9.7831309!4d126.1545289!16s%2Fg%2F11g6j6h9kx!19sChIJYx3UAT72AzMR4VXEgIBADrw?authuser=0&hl=en&rclk=1
AM Store and Dod's Motorbike Rental,General Luna,convenience store,CORRECT,high,general store,type 'general store' matches convenience store,keep in 'convenience store',General store,5.0,(4),"General Luna, Surigao del Norte",https://www.google.com/maps/place/AM+Store+and+Dod%27s+Motorbike+Rental/data=!4m7!3m6!1s0x330409fb20a5a11d:0x987f16e4767c2d1f!8m2!3d9.8059075!4d126.161731!16s%2Fg%2F11fp3k0rn1!19sChIJHaGlIPsJBDMRHy18duQWf5g?authuser=0&hl=en&rclk=1
Vinta Alternative Market,General Luna,convenience store,CORRECT,high,store,type 'store' matches convenience store,keep in 'convenience store',Store,4.9,(341),"Vinta Alternative Market, Purok 2, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Vinta+Alternative+Market/data=!4m7!3m6!1s0x33040918af0bf903:0xc34a4f5e190ac562!8m2!3d9.7832156!4d126.1556551!16s%2Fg%2F11kl80bcnn!19sChIJA_kLrxgJBDMRYsUKGV5PSsM?authuser=0&hl=en&rclk=1
L & S Sari-Sari Store,General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,5.0,(2),"near skate park, brgy catangnan, General Luna, Surigao del Norte",https://www.google.com/maps/place/L+%26+S+Sari-Sari+Store/data=!4m7!3m6!1s0x3303f7005f1921ad:0x42ff8811e59dfc6b!8m2!3d9.7947636!4d126.158845!16s%2Fg%2F11ycfpcl2r!19sChIJrSEZXwD3AzMRa_yd5RGI_0I?authuser=0&hl=en&rclk=1
KIM PANDOY STORE,General Luna,convenience store,CORRECT,high,grocery store,type 'grocery store' matches convenience store,keep in 'convenience store',Grocery store,5.0,(2),"General Luna, Surigao del Norte",https://www.google.com/maps/place/KIM+PANDOY+STORE/data=!4m7!3m6!1s0x3303f7003d6cf649:0x3ccb7144cb628d09!8m2!3d9.7902395!4d126.1561012!16s%2Fg%2F11ywbmfgnz!19sChIJSfZsPQD3AzMRCY1iy0Rxyzw?authuser=0&hl=en&rclk=1
Fiesta Sari-Sari Store,General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,5.0,(1),"Q5J4+F96, General Luna, Surigao del Norte",https://www.google.com/maps/place/Fiesta+Sari-Sari+Store/data=!4m7!3m6!1s0x3303f61598a058b5:0xef0e7e5f665d1b0a!8m2!3d9.781157!4d126.1558915!16s%2Fg%2F11hd1rm2fy!19sChIJtVigmBX2AzMRChtdZl9-Du8?authuser=0&hl=en&rclk=1
RAGÙ,General Luna,convenience store,INCORRECT,high,deli,type 'deli' is excluded from convenience store,drop from 'convenience store'  (true type: deli — reclassify there if wanted),Deli,4.8,(151),"Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/RAG%C3%99/data=!4m7!3m6!1s0x3303f710c641e32f:0x2910b9091e410071!8m2!3d9.7901792!4d126.1617695!16s%2Fg%2F11yrg0p4__!19sChIJL-NBxhD3AzMRcQBBHgm5ECk?authuser=0&hl=en&rclk=1
All About Cocoo - Coconut Desserts & Drinks,General Luna,convenience store,INCORRECT,high,dessert shop,type 'dessert shop' is excluded from convenience store,drop from 'convenience store'  (true type: dessert shop — reclassify there if wanted),Dessert shop,5.0,(251),"General Luna, Surigao del Norte",https://www.google.com/maps/place/All+About+Cocoo+-+Coconut+Desserts+%26+Drinks/data=!4m7!3m6!1s0x3303f700456c2d6f:0xb57f2e28377f04f1!8m2!3d9.7899941!4d126.1619175!16s%2Fg%2F11yknwgmr3!19sChIJby1sRQD3AzMR8QR_Nyguf7U?authuser=0&hl=en&rclk=1
Kambal Pandesal - Siargao,General Luna,convenience store,INCORRECT,high,bakery,type 'bakery' is excluded from convenience store,drop from 'convenience store'  (true type: bakery — reclassify there if wanted),Bakery,4.8,(36),"Purok 5, General Luna, Siargao, General Luna, Surigao del Norte",https://www.google.com/maps/place/Kambal+Pandesal+-+Siargao/data=!4m7!3m6!1s0x3303f7ceda22eed5:0x2327bd126a74bef3!8m2!3d9.7859155!4d126.1557347!16s%2Fg%2F11fd4_1th8!19sChIJ1e4i2s73AzMR8750ahK9JyM?authuser=0&hl=en&rclk=1
Croft Bulk Foods - Siargao,General Luna,convenience store,CORRECT,high,health food store,type 'health food store' matches convenience store,keep in 'convenience store',Health food store,5.0,(2),"R536+P8P, General Luna, Surigao del Norte",https://www.google.com/maps/place/Croft+Bulk+Foods+-+Siargao/data=!4m7!3m6!1s0x33040900793f9189:0xda365e1657a1619a!8m2!3d9.8043492!4d126.1608307!16s%2Fg%2F11m6c2yxls!19sChIJiZE_eQAJBDMRmmGhVxZeNto?authuser=0&hl=en&rclk=1
JB Bakeshop,General Luna,convenience store,INCORRECT,high,bakery,type 'bakery' is excluded from convenience store,drop from 'convenience store'  (true type: bakery — reclassify there if wanted),Bakery,4.5,(11),"Q5M4+WCR, Dapa - General Luna Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/JB+Bakeshop/data=!4m7!3m6!1s0x3303f7002788b1c3:0x9b58ec32447fc340!8m2!3d9.7848622!4d126.1560122!16s%2Fg%2F11xp260z3t!19sChIJw7GIJwD3AzMRQMN_RDLsWJs?authuser=0&hl=en&rclk=1
Miraflor Store,General Luna,convenience store,CORRECT,high,grocery store,type 'grocery store' matches convenience store,keep in 'convenience store',Grocery store,5.0,(1),"General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Miraflor+Store/data=!4m7!3m6!1s0x3303f7000bc639e5:0x34f8f7c47cc1071a!8m2!3d9.7807218!4d126.150491!16s%2Fg%2F11yvhnm3z0!19sChIJ5TnGCwD3AzMRGgfBfMT3-DQ?authuser=0&hl=en&rclk=1
"Bugnaw, Siargao's Froyo",General Luna,convenience store,INCORRECT,high,frozen yogurt shop,type 'frozen yogurt shop' is excluded from convenience store,drop from 'convenience store'  (true type: frozen yogurt shop — reclassify there if wanted),Frozen yogurt shop,4.7,(80),"Tourism Rd, General Luna, 8419 Surigao del Norte","https://www.google.com/maps/place/Bugnaw,+Siargao%27s+Froyo/data=!4m7!3m6!1s0x3303f7235fe64ce9:0x72129569d32d1167!8m2!3d9.7859713!4d126.1614892!16s%2Fg%2F11v05y88d9!19sChIJ6UzmXyP3AzMRZxEt02mVEnI?authuser=0&hl=en&rclk=1"
SGL Fruits&Vegetables,General Luna,convenience store,CORRECT,high,grocery delivery service,type 'grocery delivery service' matches convenience store,keep in 'convenience store',Grocery delivery service,4.0,(2),"Poblacion 1 general luna, del norte, 8419 Surigao del Norte",https://www.google.com/maps/place/SGL+Fruits%26Vegetables/data=!4m7!3m6!1s0x3303f70075242763:0x72ea219b8e83166c!8m2!3d9.7817872!4d126.1546105!16s%2Fg%2F11x66cxhxg!19sChIJYyckdQD3AzMRbBaDjpsh6nI?authuser=0&hl=en&rclk=1
The Island Deli,General Luna,convenience store,INCORRECT,high,deli,type 'deli' is excluded from convenience store,drop from 'convenience store'  (true type: deli — reclassify there if wanted),Deli,4.5,(104),"Purok 3, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/The+Island+Deli/data=!4m7!3m6!1s0x3303f7e083d2eb7f:0x80fc3f7a5e66933b!8m2!3d9.7835263!4d126.1577897!16s%2Fg%2F11l6r4_b2f!19sChIJf-vSg-D3AzMRO5NmXno__IA?authuser=0&hl=en&rclk=1
Komunidad Siargao Shop,General Luna,convenience store,CORRECT,high,souvenir store,type 'souvenir store' matches convenience store,keep in 'convenience store',Souvenir store,4.8,(6),"Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Komunidad+Siargao+Shop/data=!4m7!3m6!1s0x3303f7db0c812d7f:0x7b3ea4a624cbd405!8m2!3d9.7849511!4d126.1597673!16s%2Fg%2F11l1l_jd9s!19sChIJfy2BDNv3AzMRBdTLJKakPns?authuser=0&hl=en&rclk=1
White Beard Coffee Tawin Tawin Branch,General Luna,convenience store,INCORRECT,high,coffee shop,type 'coffee shop' is excluded from convenience store,drop from 'convenience store'  (true type: coffee shop — reclassify there if wanted),Coffee shop,4.8,(13),"Siargao Island, Brgy, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/White+Beard+Coffee+Tawin+Tawin+Branch/data=!4m7!3m6!1s0x3303f76b4fb10c15:0xe9494e54c1250d72!8m2!3d9.7890528!4d126.1326138!16s%2Fg%2F11nbtjqjh0!19sChIJFQyxT2v3AzMRcg0lwVROSek?authuser=0&hl=en&rclk=1
Yoh! Siargao,General Luna,convenience store,INCORRECT,high,frozen yogurt shop,type 'frozen yogurt shop' is excluded from convenience store,drop from 'convenience store'  (true type: frozen yogurt shop — reclassify there if wanted),Frozen yogurt shop,4.5,(53),"8419 Tourism Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/Yoh!+Siargao/data=!4m7!3m6!1s0x3303f7fdbb29bbbd:0x666ec5349700cda4!8m2!3d9.7911367!4d126.1618078!16s%2Fg%2F11t_gwmzkc!19sChIJvbspu_33AzMRpM0AlzTFbmY?authuser=0&hl=en&rclk=1
Wang's Bakeshop,General Luna,convenience store,INCORRECT,high,bakery,type 'bakery' is excluded from convenience store,drop from 'convenience store'  (true type: bakery — reclassify there if wanted),Bakery,4.7,(12),"Q5M4+CJW, Dapa - General Luna Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/Wang%27s+Bakeshop/data=!4m7!3m6!1s0x3303f72084dc9947:0x4f83ba0704423a77!8m2!3d9.7834721!4d126.1565521!16s%2Fg%2F11s9xflplm!19sChIJR5nchCD3AzMRdzpCBAe6g08?authuser=0&hl=en&rclk=1
Chablets Quality Meats - Siargao Branch,General Luna,convenience store,INCORRECT,high,butcher shop,type 'butcher shop' is excluded from convenience store,drop from 'convenience store'  (true type: butcher shop — reclassify there if wanted),Butcher shop,5.0,(1),"Unit No. 103, Purok 2 Tourism Rd, Poblacion 2, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Chablets+Quality+Meats+-+Siargao+Branch/data=!4m7!3m6!1s0x3303f75033a86931:0x918dd675794ffa11!8m2!3d9.7837467!4d126.1564005!16s%2Fg%2F11zjy5kcct!19sChIJMWmoM1D3AzMREfpPeXXWjZE?authuser=0&hl=en&rclk=1
Siargao Shoppers,General Luna,convenience store,INCORRECT,high,gift shop,type 'gift shop' is excluded from convenience store,drop from 'convenience store'  (true type: gift shop — reclassify there if wanted),Gift shop,5.0,(1),"Purok 2, Q4W4+GRP Brgy. Consuelo, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Siargao+Shoppers/data=!4m7!3m6!1s0x3303f7c547240d57:0x2679d3ab25b528e8!8m2!3d9.8004834!4d126.11145!16s%2Fg%2F11vzqgngxf!19sChIJVw0kR8X3AzMR6Ci1JavTeSY?authuser=0&hl=en&rclk=1
Happy Store,General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,5.0,(2),"R4QQ+QRG, Santa Fe, General Luna, Surigao del Norte",https://www.google.com/maps/place/Happy+Store/data=!4m7!3m6!1s0x33040900795ed185:0x238961f0eee08740!8m2!3d9.8394323!4d126.1395664!16s%2Fg%2F11whl6nnvx!19sChIJhdFeeQAJBDMRQIfg7vBhiSM?authuser=0&hl=en&rclk=1
Siaruko Bread Station,General Luna,convenience store,INCORRECT,high,bakery,type 'bakery' is excluded from convenience store,drop from 'convenience store'  (true type: bakery — reclassify there if wanted),Bakery,4.8,(13),"Q5M4+FHV, General Luna, Surigao del Norte",https://www.google.com/maps/place/Siaruko+Bread+Station/data=!4m7!3m6!1s0x3303f7bd6d1844db:0x3b7e66d7a46236a6!8m2!3d9.7836202!4d126.1564137!16s%2Fg%2F11tk6q8xk_!19sChIJ20QYbb33AzMRpjZipNdmfjs?authuser=0&hl=en&rclk=1
Tag Agrivet,General Luna,convenience store,CORRECT,high,general store,type 'general store' matches convenience store,keep in 'convenience store',General store,5.0,(4),"Q5M4+WFW, General Luna, Surigao del Norte",https://www.google.com/maps/place/Tag+Agrivet/data=!4m7!3m6!1s0x3303f71c3437276d:0xccf5863aa70e1011!8m2!3d9.7848596!4d126.1562061!16s%2Fg%2F11f65y52rv!19sChIJbSc3NBz3AzMRERAOpzqG9cw?authuser=0&hl=en&rclk=1
SOLAYA SIARGAO,General Luna,convenience store,INCORRECT,high,homestay,type 'homestay' is not a convenience store,drop from 'convenience store'  (true type: homestay — reclassify there if wanted),Homestay,5.0,(10),"Tourism Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/SOLAYA+SIARGAO/data=!4m7!3m6!1s0x33040900010fc44b:0xc7f10debf1ebe66d!8m2!3d9.8099738!4d126.159711!16s%2Fg%2F11y0v5ybpl!19sChIJS8QPAQAJBDMRbebr8esN8cc?authuser=0&hl=en&rclk=1
Kape.Ligay,General Luna,convenience store,INCORRECT,high,coffee shop,type 'coffee shop' is excluded from convenience store,drop from 'convenience store'  (true type: coffee shop — reclassify there if wanted),Coffee shop,5.0,(3),"San Sibatian St. Pob 2 General luna, Surigao del Norte Corner, Surigao, 8419 Surigao del Norte",https://www.google.com/maps/place/Kape.Ligay/data=!4m7!3m6!1s0x3303f70012818d67:0xf62eee58b7a6654c!8m2!3d9.7826357!4d126.153871!16s%2Fg%2F11vwdwqpc8!19sChIJZ42BEgD3AzMRTGWmt1juLvY?authuser=0&hl=en&rclk=1
Centro Dos Meatshop,General Luna,convenience store,CORRECT,high,meat products store,type 'meat products store' matches convenience store,keep in 'convenience store',Meat products store,5.0,(1),"Q5M3+7X5, General Luna, Surigao del Norte",https://www.google.com/maps/place/Centro+Dos+Meatshop/data=!4m7!3m6!1s0x3303f72dd4df9be3:0xabb3cd5abe12de4f!8m2!3d9.7831456!4d126.1549829!16s%2Fg%2F11j7j3qwl_!19sChIJ45vf1C33AzMRT94SvlrNs6s?authuser=0&hl=en&rclk=1
Raw Shop & Fishing Siargao,General Luna,convenience store,INCORRECT,high,coffee wholesaler,type 'coffee wholesaler' is excluded from convenience store,drop from 'convenience store'  (true type: coffee wholesaler — reclassify there if wanted),Coffee wholesaler,4.3,(12),"Bridge, Barangay, R554+RH General Luna, Surigao del Norte Unit 2 Hale Aloha Building, Tourism Rd, Catangnan, General Luna, Surigao del Norte",https://www.google.com/maps/place/Raw+Shop+%26+Fishing+Siargao/data=!4m7!3m6!1s0x3303f61a60ed3a3b:0xf698e827790cd124!8m2!3d9.8095406!4d126.1564155!16s%2Fg%2F11d_8hckwp!19sChIJOzrtYBr2AzMRJNEMeSfomPY?authuser=0&hl=en&rclk=1
Baryo Brew Siargao,General Luna,convenience store,INCORRECT,high,coffee shop,type 'coffee shop' is excluded from convenience store,drop from 'convenience store'  (true type: coffee shop — reclassify there if wanted),Coffee shop,5.0,(4),"Siargao Island, Jacking Horse, Barangay Catangnan, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Baryo+Brew+Siargao/data=!4m7!3m6!1s0x330409000ccf5b57:0x47fcdccc4063d71a!8m2!3d9.8124728!4d126.1613504!16s%2Fg%2F11yj_bvxgv!19sChIJV1vPDAAJBDMRGtdjQMzc_Ec?authuser=0&hl=en&rclk=1
Janet & Noli Store,General Luna,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,5.0,(1),"R4RQ+7RW, General Luna, Surigao del Norte",https://www.google.com/maps/place/Janet+%26+Noli+Store/data=!4m7!3m6!1s0x330409fcaca29ccb:0x33d864a97c92c6e3!8m2!3d9.8407363!4d126.1395729!16s%2Fg%2F11pc3zztkp!19sChIJy5yirPwJBDMR48aSfKlk2DM?authuser=0&hl=en&rclk=1
The Smoking Joint Vape Shop - San Sebastian,General Luna,convenience store,INCORRECT,high,cigar shop,type 'cigar shop' is excluded from convenience store,drop from 'convenience store'  (true type: cigar shop — reclassify there if wanted),Cigar shop,3.8,(4),"Q5M3+2FJ, san sebastian St, General Luna, Surigao del Norte",https://www.google.com/maps/place/The+Smoking+Joint+Vape+Shop+-+San+Sebastian/data=!4m7!3m6!1s0x3303f7007ed60adf:0xafeaad1f8bd5b3a3!8m2!3d9.7826767!4d126.1537005!16s%2Fg%2F11wr4mjnzv!19sChIJ3wrWfgD3AzMRo7PVix-t6q8?authuser=0&hl=en&rclk=1
WeClean Siargao,General Luna,laundry,CORRECT,high,laundromat,type 'laundromat' matches laundry,keep in 'laundry',Laundromat,4.4,(127),"Q5P4+298, Dapa - General Luna Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/WeClean+Siargao/data=!4m7!3m6!1s0x3303f74313c7b3c7:0x95a056b1c63264e4!8m2!3d9.7850376!4d126.1559783!16s%2Fg%2F11kp_6nff4!19sChIJx7PHE0P3AzMR5GQyxrFWoJU?authuser=0&hl=en&rclk=1
